start_idx,end_idx,start_month,dtw_to_mean,dtw_to_median,dtw_to_prev
373,384,2013-02-01,3.4655933803859242,3.467879353437451,0.7406461905575376
374,385,2013-03-01,3.476059943850665,3.4601039111764598,2.4904686365224853
375,386,2013-04-01,3.464149488868757,3.4389500026431072,0.9968735493214871
376,387,2013-05-01,3.4593023141790686,3.4302839477128506,0.40761973229205056
377,388,2013-06-01,3.4559006865802697,3.439987275666429,1.0729718874322738
378,389,2013-07-01,3.4328546984641455,3.4267623351213556,1.6413734010642578
379,390,2013-08-01,3.4242203412800136,3.4271691734931164,0.6835396676607263
380,391,2013-09-01,3.4259654047311416,3.4422526001720124,1.2811186134426207
381,392,2013-10-01,3.4230454399187566,3.466814438375455,0.9223891676632501
382,393,2013-11-01,3.412245486004073,3.4709970752980803,0.8179914735746423
383,394,2013-12-01,3.4260301947575673,3.4944638114365487,1.3420339484610277
384,395,2014-01-01,3.448971211436164,3.499841455320922,0.9460151127326321
385,396,2014-02-01,3.465837832571599,3.492272918723528,1.212735958278358
386,397,2014-03-01,3.470011134910691,3.4775801803238084,1.0900856973012323
387,398,2014-04-01,3.4654058025902894,3.4310527912505435,1.7336989639270057
388,399,2014-05-01,3.4579069974990664,3.4325849014977434,0.7304947744939952
389,400,2014-06-01,3.4567305725480577,3.444825092715446,0.5458074085141443
390,401,2014-07-01,3.4538937819922824,3.456373098187414,0.5838434932570742
391,402,2014-08-01,3.452689614551623,3.4541479167668845,1.4138260232560629
392,403,2014-09-01,3.435929674194793,3.4542207125489908,1.4083952622075853
393,404,2014-10-01,3.4153146526202196,3.469866325248259,0.4027437854418279
394,405,2014-11-01,3.4046344165453992,3.467714262436041,1.188277278486236
395,406,2014-12-01,3.417323006964844,3.4763987978059436,1.2163585723019905
396,407,2015-01-01,3.442663072766164,3.470127532310668,0.7318547733073634
397,408,2015-02-01,3.436735044910561,3.4633269659577866,1.1909982107748187
398,409,2015-03-01,3.464322712527125,3.468726548502211,2.4533229802432284
399,410,2015-04-01,3.4558835296725587,3.4418152560927284,2.7471631243782877
400,411,2015-05-01,3.4463589617054518,3.427434931807259,0.7920780702965147
401,412,2015-06-01,3.4464827958808693,3.430107061877172,0.678289746938227
402,413,2015-07-01,3.45605174489622,3.438259981506971,1.4268539748772773
403,414,2015-08-01,3.4530303768501134,3.453449018327437,1.2615699323499068
404,415,2015-09-01,3.4408215251245746,3.4637315701939753,1.0397789171211222
405,416,2015-10-01,3.43138289077885,3.4811867932838605,1.0957937843110823
406,417,2015-11-01,3.4307363471602885,3.4555350571977317,1.2772634473988398
407,418,2015-12-01,3.453851316363465,3.4669994808000815,1.4856563255466193
408,419,2016-01-01,3.4669384302860147,3.474665889196228,1.0861608717565259
409,420,2016-02-01,3.4710022794759556,3.468370176464983,0.9287904956511625
410,421,2016-03-01,3.4863398494569258,3.4670077394356604,1.6566500593635214
411,422,2016-04-01,3.483217971502536,3.4604635559215366,1.1019542641802167
412,423,2016-05-01,3.4726921310538788,3.4461673124854673,0.9382448660392081
413,424,2016-06-01,3.4557538755833828,3.430075110186593,1.5118672444925787
414,425,2016-07-01,3.4580665285626018,3.4358352715780134,0.15416321892393448
415,426,2016-08-01,3.466323832438726,3.4726175445326475,0.8506561903859708
416,427,2016-09-01,3.439689427575883,3.484546947643632,0.8890808432265088
417,428,2016-10-01,3.418494208095985,3.4893613734741344,0.21930055908645832
418,429,2016-11-01,3.412382164109489,3.4770408057744815,1.6033571975583398
419,430,2016-12-01,3.442997016578192,3.484951106984647,1.4132425545895937
420,431,2017-01-01,3.457210331587814,3.4916955086363624,0.8037852131641194
421,432,2017-02-01,3.468985171228116,3.494028799361487,1.1525575429250554
422,433,2017-03-01,3.4675014220795943,3.4705224922253803,1.6423965999444106
423,434,2017-04-01,3.4551927144185424,3.4353651115552855,1.227281032636316
424,435,2017-05-01,3.4550653560220455,3.428756702763111,1.1033671996673822
425,436,2017-06-01,3.4505337492116883,3.427736141215465,0.2507077901869395
426,437,2017-07-01,3.4468207207534616,3.4265513344068816,0.46200426824037877
427,438,2017-08-01,3.4394881178739407,3.4250858249844196,0.3313768122409045
428,439,2017-09-01,3.433754445348053,3.4346445075882466,0.2592930145579459
429,440,2017-10-01,3.4451365833809975,3.4590532149552895,0.6627834812197915
430,441,2017-11-01,3.425620030476686,3.465794463491198,1.0479526980949836
431,442,2017-12-01,3.431698047653501,3.4634543298550855,0.8373471582168218
432,443,2018-01-01,3.433752857786865,3.462048648703558,1.4456467065511958
433,444,2018-02-01,3.4356781375342913,3.4462348308994413,1.4889119119930252
434,445,2018-03-01,3.4501897646050304,3.4204061791960236,1.6971947051464138
435,446,2018-04-01,3.450735936076487,3.4258779568717523,1.569446830610082
436,447,2018-05-01,3.452020282860246,3.4407073633785346,0.5181239306817654
437,448,2018-06-01,3.4472066071167293,3.4325944582118533,1.5241349722443744
438,449,2018-07-01,3.441307883991367,3.4741301389156036,1.7674302033770721
439,450,2018-08-01,3.435711674351521,3.461588013725168,1.0561657791345298
440,451,2018-09-01,3.4151729757726708,3.464771580196413,1.0236332118656104
441,452,2018-10-01,3.4020908914151136,3.471156147502831,0.6195337158090148
442,453,2018-11-01,3.4139129533789285,3.476560210353804,1.8496238383088055
443,454,2018-12-01,3.4515363872591918,3.490139161591916,0.7059152597757827
444,455,2019-01-01,3.469555318514377,3.506798666661216,2.0582452605589467
445,456,2019-02-01,3.4777102133826028,3.4923145686862473,1.5913908165937383
446,457,2019-03-01,3.471326139427125,3.4661593774937565,0.8277684079225252
447,458,2019-04-01,3.4574585093372456,3.434055867137454,1.0103909756451086
448,459,2019-05-01,3.4517465161213883,3.4367143441058357,1.015402284874573
449,460,2019-06-01,3.436879723279617,3.4268258443910016,1.2258729065626215
450,461,2019-07-01,3.4759684202168817,3.48066485627721,1.4568979120999697
