start_idx,end_idx,start_month,lb_centroid_0,dtw_centroid_0,dtw_exact_flag_centroid_0,lb_centroid_1,dtw_centroid_1,dtw_exact_flag_centroid_1,lb_centroid_2,dtw_centroid_2,dtw_exact_flag_centroid_2,lb_centroid_3,dtw_centroid_3,dtw_exact_flag_centroid_3
191,202,1997-12-01,0.24573815040541266,1.2023919974802613,True,2.047862172664317,4.313777912422286,True,2.2335439572626554,3.4686320142221323,True,2.426196748068005,2.6779462616234495,True
192,203,1998-01-01,0.8234376135401624,1.8819565678405146,True,2.0799289333486115,4.390825407520168,True,3.16522723522576,4.81001187160108,True,1.109967006075123,2.357656138072,True
193,204,1998-02-01,0.8618697810968581,3.4807331436297058,True,1.6621307921970183,4.551155397526364,True,3.5656405794710144,3.5656405794710144,False,0.11190490694221383,1.839847449770707,True
194,205,1998-03-01,1.030068154319748,4.560426626058634,True,1.1235122386268968,3.955087234489578,True,3.778438591916977,3.778438591916977,False,0.22948259154851403,1.474674093772368,True
195,206,1998-04-01,1.1361249608564672,4.891718035356485,True,1.2331052685019515,3.6119341500677136,True,3.649977765606864,3.649977765606864,False,0.5139267935552296,1.5706964296949073,True
196,207,1998-05-01,1.7068607748143108,5.2557868846707825,True,1.158033814969423,1.9133693545602748,True,3.106634294896677,4.439786301222491,True,1.2191685533178607,2.0402427744998253,True
197,208,1998-06-01,2.1331086545102544,5.0436955721281365,True,0.6020858218746398,1.8567769607787012,True,2.193354315364376,3.3233896450123925,True,1.6469180569192812,2.257317570884967,True
198,209,1998-07-01,2.323702617758613,5.0568165055086,True,0.1301010648981895,1.7397658564858,True,1.1538640577750305,2.0987077721544267,True,2.167250347351426,2.6953508795558387,True
199,210,1998-08-01,1.7304921521103311,4.535404359729775,True,0.18979960483153396,2.1892233271416166,True,0.9365924080620583,1.8647979519750097,True,2.2866318447838823,3.002273681932239,True
200,211,1998-09-01,1.0583138389668947,4.039430517249486,True,0.1376114046845182,2.410335624936259,True,1.1953844746888203,1.9234534608970915,True,2.4556382458079473,3.7714249108116418,True
201,212,1998-10-01,0.6276816504244054,3.7809561069077673,True,0.6963430190364631,2.1596536637040957,True,1.060380739765737,1.8548334236225217,True,2.962414153279173,4.328837752808638,True
202,213,1998-11-01,0.08869317202252085,2.7895542968173683,True,1.449451918884281,3.2391148938558048,True,1.2041212289731094,1.9106467489222054,True,3.2734438514640383,4.347298269926633,True
203,214,1998-12-01,0.1228420165285049,1.6879562266517452,True,2.1645389586535306,5.401764996330278,True,1.0964652105408892,2.435299206350195,True,3.435949871452241,4.060542820566411,True
204,215,1999-01-01,0.16574602429427282,1.5015724734421354,True,2.3119762076660733,5.511461069429463,True,2.1971636966143167,3.1696714563660735,True,2.876599024504185,3.317280786012119,True
205,216,1999-02-01,0.7251428248526248,1.9632993858619416,True,2.0353958293956778,5.290780071745187,True,3.244620227662824,3.944530967622159,True,1.737179699965507,2.6733642178643793,True
206,217,1999-03-01,0.5303362332466239,1.8083469846724063,True,1.4949110187535497,4.95234072126426,True,3.53118945083871,3.53118945083871,False,1.1630007057031193,1.7842707242311602,True
207,218,1999-04-01,1.0269028626542995,4.207112136786955,True,0.7668103760912603,2.7893783765478086,True,3.611612079989661,3.611612079989661,False,0.23146965544242204,1.1855488932625726,True
